Id,SalePrice
1461,125751.48005010134
1462,151103.5134814747
1463,179868.69364931615
1464,187140.62267210055
1465,195067.5881965496
1466,183859.82705203074
1467,171286.69488264658
1468,176636.5886987057
1469,178615.77573107596
1470,128276.30705013084
1471,202722.85081558672
1472,101302.63759909433
1473,105412.54317927535
1474,153059.46891650814
1475,125212.9377729029
1476,334537.01750171225
1477,247765.21823175682
1478,300656.4885215945
1479,305717.64230928605
1480,388493.71815645375
1481,301854.6159674817
1482,209399.9086030029
1483,186766.7611489316
1484,180003.42172201953
1485,179278.4074455914
1486,200576.19590730342
1487,302431.39452446764
1488,242007.06073019814
1489,198204.2073022212
1490,215892.39739834637
1491,196575.44796388765
1492,103880.12850111525
1493,176341.65927061113
1494,285789.1038457951
1495,283467.91789165436
1496,228079.06158830618
1497,185915.93978775703
1498,161851.2475856178
1499,160478.090000949
1500,161743.7632273056
1501,171745.4659010778
1502,167506.71938992062
1503,254482.53267327312
1504,219218.05114076685
1505,218438.1953947331
1506,181746.5923905379
1507,238123.02320099244
1508,189837.96071503332
1509,159385.1929610455
1510,147785.55935759604
1511,149313.1773410126
1512,172291.14586236197
1513,149418.3769582194
1514,149810.2210411157
1515,184200.043288925
1516,152036.40947691386
1517,147818.91970835382
1518,140917.00880435942
1519,222697.85916146653
1520,138175.24008759836
1521,140490.01860279546
1522,161134.98410400533
1523,120235.15649067416
1524,120239.33803029856
1525,127179.51089701097
1526,125959.59744531337
1527,110920.05047978445
1528,126822.89700466188
1529,141210.38332910693
1530,163405.09677932615
1531,134380.61984167577
1532,103521.51663511974
1533,140179.98151507392
1534,118232.4962242115
1535,147087.34118553353
1536,121424.94630625722
1537,99119.99600216212
1538,145723.26835542682
1539,183576.07464502964
1540,123605.5463864813
1541,138428.01619655825
1542,137385.1757937625
1543,175331.07615623227
1544,92263.78453174404
1545,108276.02492487087
1546,123501.61222267766
1547,134979.44354823668
1548,125621.90557005776
1549,111528.1696352221
1550,139092.796314857
1551,122702.08964586498
1552,141723.33538916046
1553,133571.97765563635
1554,115816.63768669472
1555,166396.6057146176
1556,101830.86985495631
1557,117729.63375533443
1558,106569.28899638624
1559,113575.8071178714
1560,140490.7603366731
1561,144972.55529379132
1562,127881.30340571971
1563,123524.35276296709
1564,161702.06984155395
1565,153219.68827760825
1566,203306.77087058572
1567,95572.28443975268
1568,213809.9791376959
1569,155756.73850824707
1570,137915.5402193846
1571,130116.89054219433
1572,141965.0961756103
1573,226499.226208725
1574,133933.96923977183
1575,201111.05527847275
1576,224105.04301818376
1577,193370.2495143216
1578,145959.21248920154
1579,145232.4943582971
1580,191491.54180699255
1581,137661.0725315223
1582,127493.84605652984
1583,308356.89143181755
1584,231522.3407392259
1585,146588.0818192535
1586,91326.0173032352
1587,113929.44699172712
1588,140035.7874501271
1589,110288.95143067274
1590,134021.95633113955
1591,102936.55140116904
1592,131244.36229088844
1593,121541.93619371584
1594,124430.94668892479
1595,132952.367502355
1596,198137.09046858974
1597,166900.2144718768
1598,181604.29974794964
1599,164069.48561609464
1600,176305.93439740894
1601,86172.1317307322
1602,115164.17823260988
1603,103500.02487750324
1604,265915.02876146947
1605,240248.20051217242
1606,161506.89171327642
1607,164364.66088017097
1608,210851.38377672376
1609,189432.62191484935
1610,162624.58962187218
1611,149348.58767882164
1612,189299.79716388442
1613,180172.35174848596
1614,120458.9154746284
1615,92232.7856102715
1616,90309.66539838193
1617,98945.6896574934
1618,123228.86052254404
1619,137684.4629672059
1620,176029.89626458843
1621,140166.65527174127
1622,143048.1364044699
1623,252237.04431226946
1624,219344.82066691475
1625,129480.9631593859
1626,167169.12327256872
1627,186777.46263363518
1628,258859.95015227055
1629,175892.66774832283
1630,292301.5362576708
1631,193778.79662292948
1632,230679.88142012377
1633,170367.21202163727
1634,186914.29785768842
1635,181893.1358136976
1636,169842.19168968225
1637,182341.17680183708
1638,199497.45554450105
1639,182804.3804507512
1640,232312.38621023027
1641,175379.87646382302
1642,218844.7536264454
1643,219282.78927449955
1644,215710.9154253649
1645,188302.124158735
1646,155864.26078256115
1647,161078.03492475365
1648,140796.8458078728
1649,136986.8620748555
1650,122605.82130830384
1651,123358.03172414462
1652,100885.56750521623
1653,101856.57301197977
1654,156278.86476502352
1655,148142.15864492356
1656,151470.35206822568
1657,154767.86943720456
1658,156423.94996984504
1659,126550.91506940838
1660,151927.60695217297
1661,382855.5649219059
1662,322433.6610197699
1663,357655.62918058736
1664,387847.5350932215
1665,306263.3202136864
1666,316993.28349058086
1667,325141.05377319956
1668,324591.1075860295
1669,278341.85058602405
1670,322982.44553424866
1671,266202.6723042486
1672,380176.8614759454
1673,293793.8178341905
1674,246883.83199065755
1675,197523.78710251098
1676,195466.14325021367
1677,205977.9022440342
1678,382922.3356381683
1679,367516.2655646037
1680,299010.7919906157
1681,241759.73761862508
1682,306774.7204186501
1683,196108.8181538284
1684,184990.7115851926
1685,183679.94801202396
1686,183004.55244695427
1687,175712.85645218974
1688,197207.44879592935
1689,196999.87029387977
1690,191826.7499512256
1691,181715.9087356776
1692,242221.4138504694
1693,173336.2773914835
1694,182882.00202625064
1695,171915.33973532196
1696,260162.58035805335
1697,167830.26415578875
1698,316231.8085291961
1699,315366.55173744785
1700,239369.70189013536
1701,255245.7021565364
1702,254155.69164639476
1703,255973.41473173138
1704,280591.78671291086
